building_id,room_id,room_name,Hour,Length of Class,building_name,abbr_building_name,class_number,Full Name of Space
24,402,Stadium Field,465,60,Fields,,Stadium,Stadium
24,402,Stadium Field,360,105,Fields,,Stadium,Stadium
24,423,Stadium Field and Track,465,60,Fields,,Stadium,Stadium
24,423,Stadium Field and Track,360,105,Fields,,Stadium,Stadium
5,173,141 Classroom ,645,30,Hart,HRT,141,HRT141
5,173,141 Classroom ,840,60,Hart,HRT,141,HRT141
5,173,141 Classroom ,975,30,Hart,HRT,141,HRT141
5,173,141 Classroom ,915,60,Hart,HRT,141,HRT141
5,173,141 Classroom ,585,60,Hart,HRT,141,HRT141
5,173,141 Classroom ,690,60,Hart,HRT,141,HRT141
5,175,146 Exercise Physiology Lab,915,120,Hart,HRT,146,HRT146
5,177,154 Classroom,840,60,Hart,HRT,154,HRT154
5,177,154 Classroom,540,60,Hart,HRT,154,HRT154
5,177,154 Classroom,615,60,Hart,HRT,154,HRT154
5,177,154 Classroom,765,60,Hart,HRT,154,HRT154
5,177,154 Classroom,690,60,Hart,HRT,154,HRT154
5,179,170 Classroom,690,60,Hart,HRT,170,HRT170
5,179,170 Classroom,540,60,Hart,HRT,170,HRT170
5,179,170 Classroom,465,60,Hart,HRT,170,HRT170
5,179,170 Classroom,765,120,Hart,HRT,170,HRT170
5,188,204 Footwork Studio,1140,180,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,765,60,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,915,165,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,690,60,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,615,60,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,540,60,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,840,60,Hart,HRT,204,HRT204
5,188,204 Footwork Studio,1080,60,Hart,HRT,204,HRT204
5,1319,215 Swimming Pool (combined lanes),540,60,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),960,150,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),360,60,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),765,60,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),465,60,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),615,120,Hart,HRT,215,HRT215
5,1319,215 Swimming Pool (combined lanes),825,45,Hart,HRT,215,HRT215
5,1320,215-L1 Swimming Pool - Lane 1,540,60,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,960,150,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,360,60,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,765,60,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,465,60,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,615,120,Hart,HRT,215-L1,HRT215-L1
5,1320,215-L1 Swimming Pool - Lane 1,825,45,Hart,HRT,215-L1,HRT215-L1
5,1321,215-L2 Swimming Pool - Lane 2,540,60,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,960,150,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,360,60,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,765,60,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,465,60,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,615,120,Hart,HRT,215-L2,HRT215-L2
5,1321,215-L2 Swimming Pool - Lane 2,825,45,Hart,HRT,215-L2,HRT215-L2
5,1322,215-L3 Swimming Pool - Lane 3,540,60,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,960,150,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,360,60,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,765,60,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,465,60,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,615,120,Hart,HRT,215-L3,HRT215-L3
5,1322,215-L3 Swimming Pool - Lane 3,825,45,Hart,HRT,215-L3,HRT215-L3
5,1323,215-L4 Swimming Pool - Lane 4,540,60,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,960,150,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,360,60,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,765,60,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,465,60,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,615,120,Hart,HRT,215-L4,HRT215-L4
5,1323,215-L4 Swimming Pool - Lane 4,825,45,Hart,HRT,215-L4,HRT215-L4
5,1324,215-L5 Swimming Pool - Lane 5,540,60,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,960,150,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,360,60,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,765,60,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,465,60,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,615,120,Hart,HRT,215-L5,HRT215-L5
5,1324,215-L5 Swimming Pool - Lane 5,825,45,Hart,HRT,215-L5,HRT215-L5
5,1325,215-L6 Swimming Pool - Lane 6,540,60,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,960,150,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,360,60,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,765,60,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,465,60,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,615,120,Hart,HRT,215-L6,HRT215-L6
5,1325,215-L6 Swimming Pool - Lane 6,825,45,Hart,HRT,215-L6,HRT215-L6
5,193,234 Fitness Studio,1260,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,1020,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,1080,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,690,120,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,540,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,615,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,465,60,Hart,HRT,234,HRT234
5,193,234 Fitness Studio,840,60,Hart,HRT,234,HRT234
5,194,250 Auditorium (gym/stage combo),1260,60,Hart,HRT,250,HRT250
5,194,250 Auditorium (gym/stage combo),480,780,Hart,HRT,250,HRT250
5,429,250 Hart Gym,1260,60,Hart,HRT,250,HRT250
5,429,250 Hart Gym,480,780,Hart,HRT,250,HRT250
5,428,250B Hart Stage,1260,60,Hart,HRT,250B,HRT250B
5,428,250B Hart Stage,480,780,Hart,HRT,250B,HRT250B
6,147,145 Classroom,765,60,Hinckley,HIN,145,HIN145
6,147,145 Classroom,840,60,Hinckley,HIN,145,HIN145
6,147,145 Classroom,615,60,Hinckley,HIN,145,HIN145
6,147,145 Classroom,690,60,Hinckley,HIN,145,HIN145
6,148,157 Classroom,690,60,Hinckley,HIN,157,HIN157
6,148,157 Classroom,465,60,Hinckley,HIN,157,HIN157
6,148,157 Classroom,540,60,Hinckley,HIN,157,HIN157
6,148,157 Classroom,615,60,Hinckley,HIN,157,HIN157
6,148,157 Classroom,765,60,Hinckley,HIN,157,HIN157
6,148,157 Classroom,840,60,Hinckley,HIN,157,HIN157
6,149,171 Classroom,765,60,Hinckley,HIN,171,HIN171
6,149,171 Classroom,915,60,Hinckley,HIN,171,HIN171
6,149,171 Classroom,840,60,Hinckley,HIN,171,HIN171
6,149,171 Classroom,540,120,Hinckley,HIN,171,HIN171
6,149,171 Classroom,690,60,Hinckley,HIN,171,HIN171
6,150,185 Classroom,990,60,Hinckley,HIN,185,HIN185
6,150,185 Classroom,540,60,Hinckley,HIN,185,HIN185
6,150,185 Classroom,765,60,Hinckley,HIN,185,HIN185
6,150,185 Classroom,840,60,Hinckley,HIN,185,HIN185
6,150,185 Classroom,615,60,Hinckley,HIN,185,HIN185
6,150,185 Classroom,690,60,Hinckley,HIN,185,HIN185
6,151,203 Classroom,690,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,465,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,540,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,765,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,840,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,615,60,Hinckley,HIN,203,HIN203
6,151,203 Classroom,915,60,Hinckley,HIN,203,HIN203
6,153,209 Classroom,840,60,Hinckley,HIN,209,HIN209
6,153,209 Classroom,690,60,Hinckley,HIN,209,HIN209
6,153,209 Classroom,615,60,Hinckley,HIN,209,HIN209
6,154,221 Classroom,465,60,Hinckley,HIN,221,HIN221
6,154,221 Classroom,615,60,Hinckley,HIN,221,HIN221
6,154,221 Classroom,540,60,Hinckley,HIN,221,HIN221
6,154,221 Classroom,765,60,Hinckley,HIN,221,HIN221
6,154,221 Classroom,690,60,Hinckley,HIN,221,HIN221
6,155,227 Classroom,690,60,Hinckley,HIN,227,HIN227
6,155,227 Classroom,840,60,Hinckley,HIN,227,HIN227
6,155,227 Classroom,765,60,Hinckley,HIN,227,HIN227
6,155,227 Classroom,540,60,Hinckley,HIN,227,HIN227
6,155,227 Classroom,615,60,Hinckley,HIN,227,HIN227
6,870,240/260 Chapel and One Overflow Section,915,60,Hinckley,HIN,240/260,HIN240/260
6,870,240/260 Chapel and One Overflow Section,1065,15,Hinckley,HIN,240/260,HIN240/260
6,870,240/260 Chapel and One Overflow Section,690,60,Hinckley,HIN,240/260,HIN240/260
6,870,240/260 Chapel and One Overflow Section,765,60,Hinckley,HIN,240/260,HIN240/260
6,447,240/260/270 Chapel and Overflow,915,60,Hinckley,HIN,240/260/270,HIN240/260/270
6,447,240/260/270 Chapel and Overflow,1065,15,Hinckley,HIN,240/260/270,HIN240/260/270
6,447,240/260/270 Chapel and Overflow,690,60,Hinckley,HIN,240/260/270,HIN240/260/270
6,447,240/260/270 Chapel and Overflow,690,60,Hinckley,HIN,240/260/270,HIN240/260/270
6,447,240/260/270 Chapel and Overflow,765,60,Hinckley,HIN,240/260/270,HIN240/260/270
6,447,240/260/270 Chapel and Overflow,765,60,Hinckley,HIN,240/260/270,HIN240/260/270
6,157,245 Classroom,765,60,Hinckley,HIN,245,HIN245
6,157,245 Classroom,690,60,Hinckley,HIN,245,HIN245
6,157,245 Classroom,615,60,Hinckley,HIN,245,HIN245
6,157,245 Classroom,540,60,Hinckley,HIN,245,HIN245
6,157,245 Classroom,465,60,Hinckley,HIN,245,HIN245
6,157,245 Classroom,840,60,Hinckley,HIN,245,HIN245
6,159,257 Classroom,765,60,Hinckley,HIN,257,HIN257
6,159,257 Classroom,540,60,Hinckley,HIN,257,HIN257
6,159,257 Classroom,465,60,Hinckley,HIN,257,HIN257
6,159,257 Classroom,690,60,Hinckley,HIN,257,HIN257
6,159,257 Classroom,615,60,Hinckley,HIN,257,HIN257
6,160,260 Gym ,915,60,Hinckley,HIN,260,HIN260
6,160,260 Gym ,1065,15,Hinckley,HIN,260,HIN260
6,160,260 Gym ,690,60,Hinckley,HIN,260,HIN260
6,160,260 Gym ,765,60,Hinckley,HIN,260,HIN260
6,430,260/270 Gym,915,60,Hinckley,HIN,260/270,HIN260/270
6,430,260/270 Gym,1065,15,Hinckley,HIN,260/270,HIN260/270
6,430,260/270 Gym,690,60,Hinckley,HIN,260/270,HIN260/270
6,430,260/270 Gym,690,60,Hinckley,HIN,260/270,HIN260/270
6,430,260/270 Gym,765,60,Hinckley,HIN,260/270,HIN260/270
6,430,260/270 Gym,765,60,Hinckley,HIN,260/270,HIN260/270
6,161,270 Gym,1065,15,Hinckley,HIN,270,HIN270
6,161,270 Gym,690,60,Hinckley,HIN,270,HIN270
6,161,270 Gym,765,60,Hinckley,HIN,270,HIN270
6,162,271 Classroom,915,60,Hinckley,HIN,271,HIN271
6,162,271 Classroom,540,60,Hinckley,HIN,271,HIN271
6,162,271 Classroom,840,60,Hinckley,HIN,271,HIN271
6,162,271 Classroom,690,60,Hinckley,HIN,271,HIN271
6,162,271 Classroom,765,60,Hinckley,HIN,271,HIN271
6,163,277 Classroom,765,60,Hinckley,HIN,277,HIN277
6,163,277 Classroom,540,60,Hinckley,HIN,277,HIN277
6,163,277 Classroom,615,60,Hinckley,HIN,277,HIN277
6,163,277 Classroom,840,60,Hinckley,HIN,277,HIN277
6,163,277 Classroom,690,60,Hinckley,HIN,277,HIN277
6,165,286 Multipurpose,615,60,Hinckley,HIN,286,HIN286
6,165,286 Multipurpose,960,30,Hinckley,HIN,286,HIN286
6,165,286 Multipurpose,765,60,Hinckley,HIN,286,HIN286
6,165,286 Multipurpose,840,60,Hinckley,HIN,286,HIN286
6,165,286 Multipurpose,540,60,Hinckley,HIN,286,HIN286
6,165,286 Multipurpose,690,60,Hinckley,HIN,286,HIN286
6,167,307 Classroom,765,60,Hinckley,HIN,307,HIN307
6,167,307 Classroom,840,90,Hinckley,HIN,307,HIN307
6,167,307 Classroom,690,60,Hinckley,HIN,307,HIN307
6,167,307 Classroom,540,120,Hinckley,HIN,307,HIN307
6,168,333 Classroom,615,60,Hinckley,HIN,333,HIN333
6,168,333 Classroom,765,120,Hinckley,HIN,333,HIN333
6,168,333 Classroom,540,60,Hinckley,HIN,333,HIN333
6,168,333 Classroom,945,60,Hinckley,HIN,333,HIN333
6,758,333/335 Combined Classrooms,615,60,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,765,120,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,540,60,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,540,60,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,945,60,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,990,90,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,690,90,Hinckley,HIN,333/335,HIN333/335
6,758,333/335 Combined Classrooms,795,90,Hinckley,HIN,333/335,HIN333/335
6,169,335 Classroom,540,60,Hinckley,HIN,335,HIN335
6,169,335 Classroom,990,90,Hinckley,HIN,335,HIN335
6,169,335 Classroom,690,90,Hinckley,HIN,335,HIN335
6,169,335 Classroom,795,90,Hinckley,HIN,335,HIN335
6,170,371 Classroom,690,60,Hinckley,HIN,371,HIN371
6,170,371 Classroom,615,60,Hinckley,HIN,371,HIN371
6,170,371 Classroom,840,60,Hinckley,HIN,371,HIN371
6,170,371 Classroom,540,60,Hinckley,HIN,371,HIN371
6,170,371 Classroom,915,60,Hinckley,HIN,371,HIN371
6,170,371 Classroom,765,60,Hinckley,HIN,371,HIN371
6,171,381 Classroom,540,60,Hinckley,HIN,381,HIN381
6,171,381 Classroom,630,60,Hinckley,HIN,381,HIN381
6,171,381 Classroom,915,60,Hinckley,HIN,381,HIN381
6,759,381/383 Combined Classrooms,690,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,540,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,630,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,915,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,540,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,840,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,615,60,Hinckley,HIN,381/383,HIN381/383
6,759,381/383 Combined Classrooms,915,60,Hinckley,HIN,381/383,HIN381/383
6,172,383 Classroom,690,60,Hinckley,HIN,383,HIN383
6,172,383 Classroom,540,60,Hinckley,HIN,383,HIN383
6,172,383 Classroom,840,60,Hinckley,HIN,383,HIN383
6,172,383 Classroom,615,60,Hinckley,HIN,383,HIN383
6,172,383 Classroom,915,60,Hinckley,HIN,383,HIN383
8,201,138 Conference Room,540,120,Kimball,KIM,138,KIM138
8,201,138 Conference Room,960,60,Kimball,KIM,138,KIM138
8,208,245 Classroom,540,60,Kimball,KIM,245,KIM245
8,208,245 Classroom,615,60,Kimball,KIM,245,KIM245
8,208,245 Classroom,765,60,Kimball,KIM,245,KIM245
8,209,268 Conference  Room,540,240,Kimball,KIM,268,KIM268
8,209,268 Conference  Room,960,60,Kimball,KIM,268,KIM268
12,532,176A Meeting Room,450,30,Manwaring Center,MAN,176A,MAN176A
12,532,176A Meeting Room,780,120,Manwaring Center,MAN,176A,MAN176A
12,532,176A Meeting Room,960,180,Manwaring Center,MAN,176A,MAN176A
12,535,176B Meeting Room,780,120,Manwaring Center,MAN,176B,MAN176B
12,535,176B Meeting Room,900,60,Manwaring Center,MAN,176B,MAN176B
12,535,176B Meeting Room,1110,30,Manwaring Center,MAN,176B,MAN176B
12,535,176B Meeting Room,690,60,Manwaring Center,MAN,176B,MAN176B
12,535,176B Meeting Room,615,60,Manwaring Center,MAN,176B,MAN176B
12,535,176B Meeting Room,540,60,Manwaring Center,MAN,176B,MAN176B
12,536,176C Meeting Room,930,60,Manwaring Center,MAN,176C,MAN176C
12,536,176C Meeting Room,1110,180,Manwaring Center,MAN,176C,MAN176C
12,536,176C Meeting Room,630,150,Manwaring Center,MAN,176C,MAN176C
12,536,176C Meeting Room,780,120,Manwaring Center,MAN,176C,MAN176C
12,537,176D Meeting Room,1050,120,Manwaring Center,MAN,176D,MAN176D
12,537,176D Meeting Room,900,150,Manwaring Center,MAN,176D,MAN176D
12,537,176D Meeting Room,480,360,Manwaring Center,MAN,176D,MAN176D
12,411,220 Grand Ballroom,1080,30,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,1050,30,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,420,30,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,420,30,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,420,30,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,765,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,840,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,480,90,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,915,165,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,570,15,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,585,90,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,690,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,840,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,915,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,990,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,465,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,915,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,990,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,765,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,765,60,Manwaring Center,MAN,220,MAN220
12,411,220 Grand Ballroom,585,90,Manwaring Center,MAN,220,MAN220
12,236,220A Grand Ballroom Section A,1080,30,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,420,30,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,765,60,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,840,60,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,570,15,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,915,60,Manwaring Center,MAN,220A,MAN220A
12,236,220A Grand Ballroom Section A,990,60,Manwaring Center,MAN,220A,MAN220A
12,439,220AB Grand Ballroom Sections A/B,1080,30,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,1050,30,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,420,30,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,420,30,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,765,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,840,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,480,90,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,570,15,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,585,90,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,840,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,915,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,990,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,915,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,990,60,Manwaring Center,MAN,220AB,MAN220AB
12,439,220AB Grand Ballroom Sections A/B,765,60,Manwaring Center,MAN,220AB,MAN220AB
12,237,220B Grand Ballroom Section B,1080,30,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,1050,30,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,420,30,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,480,90,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,585,90,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,840,60,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,915,60,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,990,60,Manwaring Center,MAN,220B,MAN220B
12,237,220B Grand Ballroom Section B,765,60,Manwaring Center,MAN,220B,MAN220B
12,440,220BC Grand Ballroom Sections B and C ,1080,30,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,1050,30,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,420,30,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,420,30,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,480,90,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,915,165,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,585,90,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,690,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,840,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,915,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,990,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,465,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,765,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,765,60,Manwaring Center,MAN,220BC,MAN220BC
12,440,220BC Grand Ballroom Sections B and C ,585,90,Manwaring Center,MAN,220BC,MAN220BC
12,410,220C Grand Ballroom Section C,1080,30,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,420,30,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,915,165,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,690,60,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,465,60,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,765,60,Manwaring Center,MAN,220C,MAN220C
12,410,220C Grand Ballroom Section C,585,90,Manwaring Center,MAN,220C,MAN220C
12,524,231A Crossroads,1080,60,Manwaring Center,MAN,231A,MAN231A
12,530,231B Crossroads Stage,690,210,Manwaring Center,MAN,231B,MAN231B
12,530,231B Crossroads Stage,1080,60,Manwaring Center,MAN,231B,MAN231B
12,472,366 Fireplace Room,960,180,Manwaring Center,MAN,366,MAN366
12,472,366 Fireplace Room,690,60,Manwaring Center,MAN,366,MAN366
12,472,366 Fireplace Room,780,60,Manwaring Center,MAN,366,MAN366
12,538,368 Meeting Room,630,30,Manwaring Center,MAN,368,MAN368
12,538,368 Meeting Room,510,30,Manwaring Center,MAN,368,MAN368
12,538,368 Meeting Room,1020,120,Manwaring Center,MAN,368,MAN368
12,756,368/369 Meeting Room,630,30,Manwaring Center,MAN,368/369,MAN368/369
12,756,368/369 Meeting Room,510,30,Manwaring Center,MAN,368/369,MAN368/369
12,756,368/369 Meeting Room,1020,120,Manwaring Center,MAN,368/369,MAN368/369
12,539,369 Meeting Room,510,30,Manwaring Center,MAN,369,MAN369
12,539,369 Meeting Room,1020,120,Manwaring Center,MAN,369,MAN369
12,470,371 Presidents Dining Room,870,150,Manwaring Center,MAN,371,MAN371
12,470,371 Presidents Dining Room,705,45,Manwaring Center,MAN,371,MAN371
12,540,372A Little Theater,615,60,Manwaring Center,MAN,372A,MAN372A
12,540,372A Little Theater,1020,90,Manwaring Center,MAN,372A,MAN372A
12,541,378 Conference Room,1080,60,Manwaring Center,MAN,378,MAN378
12,541,378 Conference Room,870,210,Manwaring Center,MAN,378,MAN378
12,541,378 Conference Room,765,60,Manwaring Center,MAN,378,MAN378
12,542,380 Meeting Room,540,60,Manwaring Center,MAN,380,MAN380
12,542,380 Meeting Room,765,60,Manwaring Center,MAN,380,MAN380
12,542,380 Meeting Room,465,60,Manwaring Center,MAN,380,MAN380
12,542,380 Meeting Room,690,60,Manwaring Center,MAN,380,MAN380
12,542,380 Meeting Room,870,90,Manwaring Center,MAN,380,MAN380
12,543,385 Conference Room,705,135,Manwaring Center,MAN,385,MAN385
12,543,385 Conference Room,870,150,Manwaring Center,MAN,385,MAN385
12,543,385 Conference Room,480,150,Manwaring Center,MAN,385,MAN385
12,544,386 Meeting Room,480,60,Manwaring Center,MAN,386,MAN386
12,544,386 Meeting Room,870,150,Manwaring Center,MAN,386,MAN386
12,487,387 Special Events,480,60,Manwaring Center,MAN,387,MAN387
12,487,387 Special Events,1200,239,Manwaring Center,MAN,387,MAN387
12,686,BTH203 Ballroom  ,1080,300,Manwaring Center,MAN,BTH203,MANBTH203
12,971,BTH206 East Sky Bridge Entrance,1020,120,Manwaring Center,MAN,BTH206,MANBTH206
12,890,BTH212 East Info-Window,0,1439,Manwaring Center,MAN,BTH212,MANBTH212
12,1013,BTH213 East Info ,0,1439,Manwaring Center,MAN,BTH213,MANBTH213
12,877,BTH214 East Info ,0,1439,Manwaring Center,MAN,BTH214,MANBTH214
12,520,BTH215 East Info  ,0,1439,Manwaring Center,MAN,BTH215,MANBTH215
